id,age,gender,split,final,x,y
"97","26",M,01:16:15,02:33:49,42.7405530797588,51.2511190575526
"98","42",M,01:15:33,02:33:53,41.10738320598,4.7830553734202
"99","36",M,01:15:17,02:33:56,136.440777575661,-2.29323044739111
"100","42",M,01:15:37,02:33:59,19.462244262629,42.0555344745329
"101","35",M,01:15:30,02:34:03,-105.062371931193,52.3707298693333
"102","26",M,01:12:56,02:34:05,9.12507861433483,41.097840784691
"103","26",M,01:15:19,02:34:06,-65.4118481053809,-37.9553694698799
"104","35",W,01:14:29,02:34:11,55.9554643247894,30.1203783300866
"105","28",M,01:13:13,02:34:15,73.0285878194778,24.4649908842736
"106","41",M,01:16:56,02:34:18,35.4429729581771,0.770802109088677
"107","25",M,01:14:28,02:34:21,65.9699549104587,41.8927065519841
"108","33",M,01:13:30,02:34:31,24.9002629686458,54.5718541704794
"109","25",M,01:13:51,02:34:33,-102.399530395075,43.4537255309519
"110","41",M,01:15:41,02:34:37,98.1706061277839,67.4761726648761
"111","36",M,01:14:58,02:34:40,-100.41442327276,59.1406528128066
"112","31",M,01:13:32,02:34:41,113.646618817543,62.6837658323148
"113","24",M,01:15:26,02:34:42,9.81549649065065,30.6588895521129
"114","34",M,01:15:19,02:34:57,61.7369641804719,46.755318125972
"115","36",W,01:15:38,02:34:58,-86.4132568837285,66.8985902887467
"116","23",M,01:15:09,02:35:01,-91.1816738888192,47.8657875239054
"117","35",M,01:15:10,02:35:04,145.232272417637,-6.03794335676853
"118","34",M,01:14:00,02:35:05,-108.585279850029,50.4552945553335
"119","34",W,01:15:24,02:35:10,6.53809016413797,22.5175412716301
"120","38",M,01:12:39,02:35:10,25.0288992804436,59.2099605811117
"121","26",M,01:15:25,02:35:21,36.6545461329693,33.8069988496637
"122","41",M,01:17:40,02:35:27,-66.0447594191362,-54.602147561025
"123","27",M,01:16:36,02:35:28,-85.2066178508965,39.5959432669292
"124","36",W,01:15:19,02:35:28,20.6524955366971,-13.3654794991588
"125","35",M,01:15:12,02:35:30,-10.1401865319818,12.5274899254625
"126","34",M,01:14:15,02:35:33,104.021887137795,34.3705232631319
"127","24",M,01:15:14,02:35:35,36.8078043160352,47.1655911948284
"128","28",M,01:15:55,02:35:46,61.9965036310268,52.7800364119264
"129","28",M,01:15:25,02:35:55,1.39317539457139,28.9945177843312
"130","24",M,01:14:33,02:35:57,-119.913210804376,47.9104344146681
"131","34",M,01:16:03,02:36:04,-60.8851938531678,-30.234419654138
"132","38",M,01:15:09,02:36:05,6.26644497841269,11.8803376022574
"133","31",M,01:17:28,02:36:08,43.1793814355363,28.1316360188256
"134","24",M,01:18:45,02:36:09,34.830413923922,11.8271794625208
"135","38",M,01:13:44,02:36:11,-2.85915780515666,41.2630808947471
"136","34",M,01:17:16,02:36:16,17.5231961748285,9.34567545657781
"137","32",M,01:17:28,02:36:19,98.1404876981475,35.8565581161992
"138","29",M,01:16:53,02:36:33,5.1607284711823,46.4129374854039
"139","27",M,01:17:19,02:36:33,-51.891926878344,-18.3620922376839
"140","28",M,01:16:59,02:36:35,99.3502111541799,25.7182876511866
"141","35",M,01:15:45,02:36:38,-11.4592482554309,10.9265843143184
"142","30",M,01:16:33,02:36:42,116.080011150593,24.2213540207639
"143","31",M,01:14:55,02:36:42,72.6272756385841,36.1616571924149
"144","29",M,01:18:40,02:36:42,25.6945229880105,12.796615963797
"145","33",M,01:16:46,02:36:43,37.5732087834082,47.4878077141476
"146","23",M,01:14:12,02:36:44,-154.557451124452,58.4496270368147
"147","37",M,01:16:23,02:36:45,42.4437941836977,20.9632131231376
"148","26",M,01:18:07,02:36:49,41.5448187988753,32.4024357200916
"149","24",M,01:18:47,02:36:50,9.7850154306021,62.9810059910826
"150","38",M,01:10:04,02:36:50,-71.9005000186214,19.1005644984342
"151","33",M,01:15:27,02:37:03,-71.5375193550522,-4.75379833754514
"152","41",M,01:18:19,02:37:05,-52.8793345897507,-11.0319787032887
"153","26",M,01:17:46,02:37:05,35.9609722931871,-6.89229544082962
"154","26",M,01:17:20,02:37:20,75.0973656279329,33.4345512401333
"155","45",M,01:16:57,02:37:20,-102.394552690599,32.4552897155768
"156","30",M,01:16:27,02:37:23,-52.6067876847468,-8.18787202473675
"157","36",M,01:16:58,02:37:25,8.91113414443956,25.1921591379425
"158","33",M,01:13:59,02:37:32,-62.4895699087776,-23.9530463409531
"159","33",M,01:13:06,02:37:45,96.6811132130854,49.346533011573
"160","35",M,01:17:31,02:37:53,118.276647847319,57.2089058669333
"161","40",M,01:16:21,02:37:54,-100.783181924436,66.3049047709382
"162","37",M,01:10:10,02:37:56,130.622949214685,-13.1616805828803
"163","34",M,01:19:48,02:38:00,62.4589913646247,30.6521763056943
"164","32",M,01:15:30,02:38:01,42.8462024293735,23.7626167289469
"165","35",M,01:19:03,02:38:02,60.5615556487095,63.8855820707485
"166","38",M,01:17:28,02:38:12,116.986770251975,29.2296964117363
"167","32",M,01:12:19,02:38:22,-115.350224261369,55.6138131490765
"168","40",M,01:17:41,02:38:29,54.7702661657049,72.6249658959696
"169","26",M,01:16:14,02:38:52,-11.4529598491042,12.575474565196
"170","31",M,01:17:42,02:38:54,104.928875140602,18.002103181686
"171","22",M,01:19:04,02:38:55,154.061028462159,65.7491907872629
"172","46",M,01:14:53,02:38:59,69.6668264919681,62.8924740736213
"173","26",M,01:13:30,02:39:04,-132.234018935179,63.7613384456567
"174","29",M,01:20:33,02:39:07,-46.2691212239314,-8.4699379393505
"175","28",M,01:17:48,02:39:08,30.9627618944522,26.5732724658788
"176","32",M,01:17:30,02:39:12,129.492638121602,44.9921277502356
"177","31",W,01:17:08,02:39:15,30.3492266958873,-17.5839039426243
"178","33",M,01:16:54,02:39:19,22.3137752609711,31.3600085892264
"179","27",M,01:19:23,02:39:21,113.508863971208,33.9671857720786
"180","22",M,01:17:25,02:39:29,142.285638056563,-8.27087895083972
"181","30",M,01:16:47,02:39:36,-72.9129366232911,67.9298883373193
"182","37",M,01:15:40,02:39:44,89.09610522172,64.6333638047359
"183","26",M,01:14:07,02:39:50,-71.4545499259459,-0.596086357163252
"184","40",M,01:18:24,02:39:51,-9.27811163949931,20.6366658154621
"185","44",M,01:16:59,02:39:52,25.1298971347617,26.4969835579247
"186","23",M,01:18:46,02:39:56,26.5853119328721,30.3367407914544
"187","40",M,01:17:58,02:39:59,-78.6175681316163,37.5165862784845
"188","23",M,01:18:15,02:39:59,-111.51535434861,45.7854620301106
"189","40",M,01:19:28,02:40:01,-71.8282451544636,-8.1737065993371
"190","46",M,01:15:09,02:40:03,87.5502696710961,28.4361364559569
"191","32",M,01:17:44,02:40:04,29.6796799869359,-9.34900285095912
"192","28",M,01:21:02,02:40:05,104.011963387237,69.8876581236485
"193","27",M,01:19:37,02:40:07,-55.1184720652531,-8.94869246400868
"194","40",M,01:19:01,02:40:09,77.6994565246856,44.5480313117489
"195","33",M,01:19:48,02:40:09,8.52616234146493,8.72878359287242
"196","40",M,01:17:47,02:40:11,51.5077619520979,48.8277320623431
"197","23",W,01:20:25,02:40:12,-162.545692788521,67.5128335627837
"198","38",M,01:19:53,02:40:15,136.920268637075,70.9412649907484
"199","35",M,01:18:50,02:40:26,140.411717018885,70.9901137617887
"200","30",M,01:18:52,02:40:31,167.496402874226,-45.5589325732012
"201","33",M,01:18:35,02:40:32,-70.0951938660676,49.9423805889615
"202","26",M,01:16:02,02:40:41,-159.55883139662,60.6417798726444
"203","24",M,01:18:35,02:40:47,166.851451044646,-22.0665123677503
"204","53",M,01:15:11,02:40:49,86.3022701900394,49.3522389309892
"205","37",M,01:17:57,02:40:51,23.5015973657756,-2.86533289002426
"206","34",M,01:17:42,02:40:53,-158.635266095228,66.1036959167149
"207","31",M,01:17:57,02:40:56,-10.9137688612066,6.84089433946595
"208","42",M,01:20:09,02:41:00,-54.4372858449923,-7.83634439349053
"209","41",M,01:19:48,02:41:16,111.130755276518,63.7063970016364
"210","35",W,01:18:19,02:41:16,-172.14304012339,66.8581701743375
"211","44",M,01:19:12,02:41:17,30.0484701630056,14.9102960149903
"212","33",M,01:14:57,02:41:17,-95.0990016587808,37.859567905252
"213","36",M,01:18:39,02:41:25,36.4628483020729,62.3668914381238
"214","44",M,01:19:34,02:41:26,4.60703584621035,7.99199274721252
"215","34",M,01:18:47,02:41:32,56.8097984598642,28.9783212878262
"216","39",M,01:14:44,02:41:33,-146.084044834877,69.8509718197327
"217","30",M,01:18:28,02:41:36,-75.2354359122875,-50.4941627642396
"218","40",M,01:18:15,02:41:59,71.3581835267869,63.2790276440946
"219","32",M,01:17:29,02:42:01,100.644630433425,4.3554110103604
"220","18",W,01:18:03,02:42:06,-76.3376191083712,-1.79344216032071
"221","40",M,01:17:48,02:42:06,119.68560076918,59.5410164437748
"222","25",M,01:19:00,02:42:08,38.22586026871,6.51418608867375
"223","31",M,01:15:20,02:42:10,-76.9557176401015,58.8268692422516
"224","44",M,01:19:47,02:42:10,-76.7860120247551,-5.40769384846346
"225","34",M,01:20:32,02:42:14,104.209293349213,45.3961585859434
"226","42",M,01:18:48,02:42:14,-154.945227785265,59.4271492265628
"227","27",M,01:17:49,02:42:15,74.836367747564,48.1474123231036
"228","36",M,01:20:06,02:42:19,-13.9366333044279,21.488869009932
"229","27",W,01:22:19,02:42:23,-63.6035023319345,-32.8318303115366
"230","27",M,01:17:49,02:42:27,133.874477443806,54.7327721765672
"231","27",M,01:22:18,02:42:27,28.5688167553974,29.9130458377803
"232","40",M,01:20:40,02:42:33,-55.4696327489893,-8.35097026605141
"233","35",M,01:20:04,02:42:34,27.8267467441223,40.1886118533071
"234","35",M,01:18:06,02:42:35,19.8587160866145,29.461665476357
"235","32",M,01:25:19,02:42:35,81.5804399693692,35.7700967065088
"236","25",M,01:20:04,02:42:36,33.5829170595487,8.40328480301615
"237","38",M,01:16:24,02:42:37,116.375059230377,-21.6220265087825
"238","24",M,01:16:21,02:42:38,125.901155510162,-28.4907316918723
"239","29",M,01:20:31,02:42:39,124.251051325865,-26.3803550970351
"240","30",M,01:18:09,02:42:41,30.2358074550289,38.1180922346321
"241","27",M,01:19:50,02:42:42,-127.411425391537,52.5204060325731
"242","25",M,01:20:50,02:42:42,28.4119187243495,-25.3029039009869
"243","40",M,01:18:42,02:42:44,60.2384057808208,38.2657559052026
"244","36",M,01:21:25,02:42:46,91.7519878685893,59.0764045801036
"245","33",M,01:21:50,02:42:48,172.175547367042,61.1493314771464
"246","38",M,01:19:13,02:42:50,6.76880564464184,58.2646164428032
"247","38",M,01:17:13,02:42:51,-88.1150195445038,13.4987226665207
"248","41",M,01:19:56,02:42:54,-44.3104927550166,-17.068717815376
"249","29",M,01:20:18,02:43:00,71.6866385473457,38.4323574405887
"250","57",M,01:19:05,02:43:06,-110.936936708819,51.2349513992942
"251","44",M,01:20:23,02:43:17,53.5708821551772,48.088059527576
"252","27",M,01:15:19,02:43:18,-41.976860224504,-15.8866327024293
"253","52",M,01:20:44,02:43:25,21.4538197525956,45.8357188296136
"254","44",M,01:20:41,02:43:30,134.148557412867,-24.0134467204014
"255","40",M,01:20:31,02:43:30,75.220498688653,71.5142157473977
"256","36",M,01:20:03,02:43:32,63.0589057521607,53.8881512785435
"257","32",M,01:20:34,02:43:34,36.6684150420681,31.5029528781701
"258","33",M,01:18:50,02:43:34,-4.60588709492299,23.5704255551059
"259","27",W,01:21:03,02:43:36,45.4754730379232,28.4404670660399
"260","52",M,01:19:26,02:43:37,134.862191671851,57.0603235006293
"261","30",M,01:18:37,02:43:38,-84.378928943674,53.0346160006614
"262","33",W,01:18:51,02:43:40,-91.5491517355732,33.3698056641839
"263","41",M,01:19:07,02:43:40,43.5784485135299,4.51396578008543
"264","29",M,01:19:48,02:43:41,75.6960116803337,69.5263138916485
"265","35",M,01:19:17,02:43:41,67.9586980244369,23.9370425301608
"266","27",M,01:18:22,02:43:43,105.00807758329,69.3685670429443
"267","29",W,01:20:48,02:43:43,-105.714148879805,67.512344857745
"268","45",M,01:18:03,02:43:48,95.8978526388232,47.6125029756515
"269","32",M,01:20:25,02:43:49,-74.2584249795905,4.01878610211976
"270","49",M,01:20:02,02:43:55,-61.7537683845092,-6.17025751957765
"271","34",M,01:19:42,02:43:57,-2.41062903258285,15.9325116669473
"272","31",M,01:17:36,02:44:03,33.5533738268218,-19.0465651606604
"273","39",M,01:18:57,02:44:06,42.1711763270617,20.3574007726143
"274","28",M,01:18:41,02:44:10,120.538506291109,45.9205663741355
"275","24",M,01:19:01,02:44:10,3.09381274392666,9.32186202006689
"276","50",M,01:19:53,02:44:13,16.3110398586148,51.9358334835273
"277","25",M,01:20:28,02:44:16,68.3291137601803,52.0551712580237
"278","30",M,01:17:20,02:44:16,145.39730944574,-38.3195295489429
"279","33",M,01:18:15,02:44:21,94.5541094464889,28.3301386862696
"280","29",M,01:21:31,02:44:22,151.721503469567,61.9019305611905
"281","48",M,01:19:56,02:44:23,-57.8259963476883,-12.392161077448
"282","24",M,01:15:31,02:44:29,96.5853544374196,24.8518505027268
"283","28",M,01:19:05,02:44:34,107.064057761864,29.7437516079491
"284","34",M,01:18:30,02:44:36,83.3870560634918,25.3605787002797
"285","24",M,01:20:09,02:44:44,149.053618709941,68.5482876951151
"286","42",M,01:20:31,02:44:47,32.2255512588134,46.7146120721135
"287","24",M,01:18:49,02:44:48,-151.143066878321,67.4746581395272
"288","33",M,01:21:02,02:44:51,-107.81111783327,49.8608838623943
"289","24",M,01:20:44,02:44:56,93.2888718320644,52.9105866842085
"290","44",M,01:22:46,02:45:00,-7.43680373802522,11.4465695807545
"291","32",M,01:18:16,02:45:02,-17.392083192308,65.3284834294422
"292","30",W,01:20:55,02:45:02,133.186608634878,52.704127535211
"293","37",M,01:18:08,02:45:04,20.1115790817376,28.5877057626679
"294","32",M,01:18:44,02:45:08,97.1144072413645,62.0013984883479
"295","31",M,01:23:44,02:45:13,114.622544177413,-2.81250389501039
"296","45",M,01:21:13,02:45:14,40.9519812557699,56.7419098519007
"297","27",M,01:18:08,02:45:19,110.021077697314,28.5556569026648
"298","27",M,01:22:22,02:45:23,67.0551170549147,37.4149594049133
"299","27",M,01:18:26,02:45:24,-154.915904470084,62.9045129857011
"300","25",M,01:18:01,02:45:25,-45.5075786847994,-7.86351309609583
"301","49",M,01:20:34,02:45:25,-94.7219409654905,67.9994571381503
"302","37",M,01:19:36,02:45:27,89.2020770334677,23.801853056255
"303","39",M,01:22:49,02:45:28,11.8835037113436,2.4893248660872
"304","31",M,01:19:50,02:45:35,105.773638921262,45.7750652622066
"305","32",M,01:20:15,02:45:36,78.8800876992069,22.8682483437719
"306","40",M,01:19:07,02:45:41,84.9688084025712,60.2950046255665
"307","31",M,01:18:47,02:45:41,109.555972808838,67.907072890199
"308","35",M,01:20:56,02:45:42,-118.269540544945,41.272256210253
"309","36",M,01:22:05,02:45:45,-120.490621836707,35.1731382950257
"310","39",M,01:22:37,02:45:46,118.91107342586,-20.8038990172714
"311","34",M,01:20:08,02:45:50,27.2402054998254,8.27620579220716
"312","41",M,01:20:12,02:45:54,54.071737423412,27.7436387382872
"313","22",M,01:15:58,02:45:54,-117.077294088561,44.9909810477403
"314","39",M,01:20:40,02:45:56,-68.9305318217309,-16.1793058645575
"315","43",M,01:18:11,02:45:56,24.4902362143136,46.0066126351612
"316","31",M,01:22:00,02:45:57,40.4267880589404,20.4588856276158
"317","32",M,01:15:20,02:45:58,45.1236968929601,47.3992074173769
"318","38",M,01:19:30,02:45:59,-96.6539861047357,19.7799504485292
"319","28",M,01:20:14,02:46:00,41.0132358424683,13.1194407620878
"320","31",M,01:21:43,02:46:00,39.0030209589391,54.3763009650804
"321","29",M,01:15:47,02:46:00,63.1942825009127,28.3213996127789
"322","39",M,01:19:16,02:46:12,145.877567625343,-22.1109311974382
"323","36",M,01:17:41,02:46:13,-39.1319654968443,-9.67836449879853
"324","31",M,01:20:34,02:46:20,-110.410598263428,54.2468307248176
"325","33",M,01:21:13,02:46:20,60.6527480963674,32.4520368166224
"326","36",M,01:22:47,02:46:26,-158.918551312452,69.0245401297334
"327","41",M,01:21:43,02:46:34,27.4361878870106,17.4152050908782
"328","43",M,01:20:14,02:46:36,-103.753254563207,66.0228718820167
"329","35",M,01:20:38,02:46:38,1.18225049413402,17.7467398025927
"330","39",W,01:21:00,02:46:46,17.9198524043692,-26.3153447339792
"331","32",M,01:17:37,02:46:47,22.1362834388155,-20.8662365012794
"332","23",M,01:13:40,02:46:47,149.027939665387,71.5342794906559
"333","30",W,01:21:29,02:46:48,96.5108776042476,44.545914264192
"334","31",M,01:23:43,02:46:48,-97.2898171382011,54.2520302033149
"335","23",W,01:20:48,02:46:50,-90.5687645756366,67.9868526814405
"336","49",M,01:22:17,02:46:51,-155.026568845623,58.7042896981257
"337","36",M,01:21:55,02:46:51,8.84040819933276,5.04705938006342
"338","41",M,01:18:34,02:46:52,77.2906153447532,36.298501808617
"339","42",M,01:21:43,02:47:00,-71.6413198130984,-1.79437854340427
"340","38",M,01:22:23,02:47:00,104.669540966599,43.6675081348059
"341","38",M,01:24:03,02:47:06,29.7450949891191,30.9660166717318
"342","32",M,01:17:41,02:47:14,22.8862524407097,-17.1533701233326
"343","27",M,01:21:40,02:47:16,-139.363619088204,63.9242619743945
"344","46",M,01:20:30,02:47:22,-111.918801800238,54.6699451663886
"345","41",M,01:14:49,02:47:22,59.4539062828925,66.5282573593375
"346","39",M,01:22:40,02:47:25,77.0772590077865,31.2489245802081
"347","40",M,01:19:21,02:47:25,27.3695189128184,-17.1854931363282
"348","30",M,01:21:36,02:47:28,21.2789180307523,-14.1248164195434
"349","25",M,01:20:23,02:47:28,48.8931286202988,-14.3330715222134
"350","28",M,01:23:24,02:47:31,48.8382617498916,23.7989571463017
"351","27",M,01:22:10,02:47:33,93.6475269933267,31.5157230050983
"352","27",M,01:14:52,02:47:34,17.7458105454318,-25.2174944365262
"353","37",M,01:22:00,02:47:36,-98.5550288448679,18.8054199798701
"354","45",M,01:22:52,02:47:37,126.759640001481,58.5155326744887
"355","41",M,01:22:03,02:47:37,-64.5820590337792,-31.8166173801374
"356","37",M,01:18:08,02:47:37,24.6764167944755,46.4207377305689
"357","29",M,01:21:30,02:47:39,78.6409334097177,71.5938390430167
"358","35",M,01:22:21,02:47:40,108.072716650331,12.1384143076565
"359","40",M,01:20:31,02:47:42,106.700276849694,43.8074670310477
"360","37",M,01:18:52,02:47:44,102.66328066024,51.6700244089328
"361","39",W,01:20:53,02:47:45,-94.1872790374477,41.3439145320898
"362","44",M,01:23:37,02:47:48,36.8194480301667,28.1229146475674
"363","37",M,01:19:19,02:47:49,144.824188175294,65.1298780208366
"364","26",M,01:24:09,02:47:50,38.0375519373319,-9.42773730801026
"365","44",M,01:25:37,02:47:51,-88.490687844548,30.3744207325627
"366","33",M,01:20:43,02:47:51,166.650419579249,63.624480850005
"367","31",M,01:23:08,02:47:52,8.1409025679522,12.4404167838649
"368","26",M,01:24:51,02:47:59,-118.225960654573,54.9433341923056
"369","37",M,01:21:28,02:48:02,-13.1016395452259,13.7979745425089
"370","47",M,01:23:27,02:48:03,117.654243018486,51.3864428296279
"371","29",M,01:21:20,02:48:06,35.7968930851971,41.4886578739752
"372","45",M,01:23:08,02:48:07,124.943404091673,59.9335172280432
"373","40",M,01:21:50,02:48:08,123.126693823245,44.528896475847
"374","26",M,01:21:57,02:48:09,115.088573189946,63.8492425490092
"375","29",M,01:19:03,02:48:10,84.7587237094459,55.70572523761
"376","47",M,01:23:24,02:48:11,31.4407818375959,-5.25554632133391
"377","32",M,01:22:17,02:48:18,135.51462181194,53.1182689973495
"378","40",M,01:22:19,02:48:18,-126.423733893049,52.0697856477343
"379","40",M,01:21:58,02:48:18,34.4891479848747,54.5370422778639
"380","39",M,01:19:58,02:48:20,-103.446872526363,68.1321398444985
"381","28",M,01:23:22,02:48:21,52.0921154251376,32.7896712701883
"382","34",M,01:17:36,02:48:24,126.113353908718,-23.6129795152588
"383","38",M,01:21:00,02:48:26,-70.0973715024769,-41.8768753959864
"384","33",M,01:20:37,02:48:26,-72.4501319519704,57.6690087298614
"385","56",M,01:21:13,02:48:30,17.3217180320202,26.0111433642667
"386","44",M,01:22:10,02:48:31,106.983924813607,28.5568025570563
"387","31",M,01:14:35,02:48:31,-97.9703148322042,49.7140469831548
"388","34",M,01:25:35,02:48:34,43.9938414799224,4.0555966166403
"389","43",M,01:24:12,02:48:37,7.76804028588458,11.0683625553213
"390","24",M,01:21:09,02:48:42,167.422389087329,61.8600361603405
"391","36",M,01:22:26,02:48:44,33.6238728118492,-0.23180861520251
"392","26",M,01:17:09,02:48:45,-69.0356910961684,64.7646156635947
"393","45",M,01:24:57,02:48:47,138.703650072219,70.6516933663606
"394","45",M,01:23:34,02:48:48,-96.4311722163794,65.8501990428512
"395","25",M,01:25:44,02:48:56,145.142488366102,43.3119944600529
"396","28",M,01:18:38,02:48:58,-68.1990625647448,-44.9553968116006
"397","35",M,01:24:00,02:48:58,-100.106503862746,52.3746062086312
